word,category,difficulty,hint
Armagnac,Food & Drink,hard,
Poit??n,Food & Drink,hard,
Oloroso,Food & Drink,hard,
Fino,Food & Drink,hard,
Amontillado,Food & Drink,hard,
Manzanilla,Food & Drink,hard,
Macallan,Food & Drink,hard,
Lagavulin,Food & Drink,hard,
Laphroaig,Food & Drink,hard,
Rakomelo,Food & Drink,hard,
Metaxa,Food & Drink,hard,
Retsina,Food & Drink,hard,
Tsipouro,Food & Drink,hard,
Chacha,Food & Drink,hard,
Underberg,Food & Drink,hard,
Fernet,Food & Drink,hard,
potato chips,Food & Drink,easy,
pretzels,Food & Drink,easy,
popcorn,Food & Drink,easy,
nachos,Food & Drink,easy,
tortilla chips,Food & Drink,easy,
crackers,Food & Drink,easy,
cheese sticks,Food & Drink,easy,
chicken wings,Food & Drink,easy,
spring rolls,Food & Drink,easy,
mozzarella sticks,Food & Drink,easy,
sausage roll,Food & Drink,easy,
samosa,Food & Drink,easy,
onion rings,Food & Drink,easy,
fries,Food & Drink,easy,
ranch dip,Food & Drink,easy,
salsa,Food & Drink,easy,
guacamole,Food & Drink,easy,
hummus,Food & Drink,easy,
peanuts,Food & Drink,easy,
cashews,Food & Drink,easy,
almonds,Food & Drink,easy,
trail mix,Food & Drink,easy,
fruit snack,Food & Drink,easy,
rice cakes,Food & Drink,easy,
corn chips,Food & Drink,easy,
beef jerky,Food & Drink,easy,
cheese puffs,Food & Drink,easy,
pretzel sticks,Food & Drink,easy,
veggie sticks,Food & Drink,easy,
pita chips,Food & Drink,easy,
popcorn chicken,Food & Drink,easy,
cheese curds,Food & Drink,easy,
bruschetta,Food & Drink,medium,
stuffed mushrooms,Food & Drink,medium,
spinach artichoke dip,Food & Drink,medium,
nacho platter,Food & Drink,medium,
loaded fries,Food & Drink,medium,
calamari rings,Food & Drink,medium,
potato wedges,Food & Drink,medium,
chicken tenders,Food & Drink,medium,
jalape?Òo poppers,Food & Drink,medium,
potato skins,Food & Drink,medium,
cheese platter,Food & Drink,medium,
samosa chaat,Food & Drink,medium,
empanadas,Food & Drink,medium,
mini sliders,Food & Drink,medium,
fried pickles,Food & Drink,medium,
onion bhaji,Food & Drink,medium,
pakora,Food & Drink,medium,
tempura vegetables,Food & Drink,medium,
tempura shrimp,Food & Drink,medium,
spanakopita,Food & Drink,medium,
mini quiche,Food & Drink,medium,
cheese fondue,Food & Drink,medium,
poutine,Food & Drink,medium,
chicken satay,Food & Drink,medium,
kebab skewer,Food & Drink,medium,
falafel,Food & Drink,medium,
arancini,Food & Drink,medium,
buffalo wings,Food & Drink,medium,
potato croquettes,Food & Drink,medium,
cheese danishes,Food & Drink,medium,
taquitos,Food & Drink,medium,
vegetable spring rolls,Food & Drink,medium,
pretzel bites,Food & Drink,medium,
garlic bread,Food & Drink,medium,
loaded nachos,Food & Drink,medium,
chili cheese fries,Food & Drink,medium,
barbecue wings,Food & Drink,medium,
chicken quesadilla,Food & Drink,medium,
stuffed peppers,Food & Drink,medium,
crostini,Food & Drink,medium,
marinated olives,Food & Drink,medium,
antipasto skewers,Food & Drink,medium,
shrimp tempura,Food & Drink,medium,
beef empanadas,Food & Drink,medium,
stuffed mushrooms,Food & Drink,medium,
stuffed zucchini boats,Food & Drink,medium,
fried green tomatoes,Food & Drink,medium,
spinach dip,Food & Drink,medium,
avocado toast,Food & Drink,medium,
falafel wrap,Food & Drink,medium,
nacho cheese dip,Food & Drink,medium,
potato fritters,Food & Drink,medium,
garlic knots,Food & Drink,medium,
caprese skewers,Food & Drink,medium,
cucumber bites,Food & Drink,medium,
taramosalata,Food & Drink,hard,
caviar blini,Food & Drink,hard,
p?õte en cro?Øte,Food & Drink,hard,
prosciutto-wrapped melon,Food & Drink,hard,
bruschetta with burrata,Food & Drink,hard,
boudin balls,Food & Drink,hard,
escargot appetizer,Food & Drink,hard,
black pudding bites,Food & Drink,hard,
chorizo-stuffed dates,Food & Drink,hard,
foie gras terrine,Food & Drink,hard,
truffle fries,Food & Drink,hard,
deviled quail eggs,Food & Drink,hard,
duck rillettes,Food & Drink,hard,
marinated artichoke hearts,Food & Drink,hard,
olive tapenade,Food & Drink,hard,
baked brie en croute,Food & Drink,hard,
garlic confit crostini,Food & Drink,hard,
smoked salmon blinis,Food & Drink,hard,
caponata,Food & Drink,hard,
fennel and citrus salad,Food & Drink,hard,
tempura okra,Food & Drink,hard,
beetroot hummus,Food & Drink,hard,
polenta fritters,Food & Drink,hard,
arugula pesto crostini,Food & Drink,hard,
ricotta-stuffed zucchini blossoms,Food & Drink,hard,
quinoa salad cups,Food & Drink,hard,
shrimp ceviche,Food & Drink,hard,
octopus carpaccio,Food & Drink,hard,
lamb kofta skewers,Food & Drink,hard,
miso-glazed eggplant,Food & Drink,hard,
tempura shishito peppers,Food & Drink,hard,
crispy seaweed rolls,Food & Drink,hard,
kimchi pancakes,Food & Drink,hard,
ketchup,Food & Drink,easy,
mustard,Food & Drink,easy,
mayonnaise,Food & Drink,easy,
barbecue sauce,Food & Drink,easy,
soy sauce,Food & Drink,easy,
hot sauce,Food & Drink,easy,
salad dressing,Food & Drink,easy,
ranch dressing,Food & Drink,easy,
vinegar,Food & Drink,easy,
olive oil,Food & Drink,easy,
butter,Food & Drink,easy,
salt,Food & Drink,easy,
pepper,Food & Drink,easy,
sugar,Food & Drink,easy,
garlic powder,Food & Drink,easy,
onion powder,Food & Drink,easy,
paprika,Food & Drink,easy,
cinnamon,Food & Drink,easy,
nutmeg,Food & Drink,easy,
oregano,Food & Drink,easy,
basil,Food & Drink,easy,
parsley,Food & Drink,easy,
dill,Food & Drink,easy,
thyme,Food & Drink,easy,
rosemary,Food & Drink,easy,
chili powder,Food & Drink,easy,
curry powder,Food & Drink,easy,
lemon juice,Food & Drink,easy,
lime juice,Food & Drink,easy,
honey,Food & Drink,easy,
molasses,Food & Drink,easy,
salsa,Food & Drink,easy,
steak sauce,Food & Drink,easy,
Worcestershire sauce,Food & Drink,easy,
pesto,Food & Drink,easy,
sriracha,Food & Drink,medium,
teriyaki sauce,Food & Drink,medium,
hoisin sauce,Food & Drink,medium,
fish sauce,Food & Drink,medium,
plum sauce,Food & Drink,medium,
chimichurri,Food & Drink,medium,
bearnaise sauce,Food & Drink,medium,
aioli,Food & Drink,medium,
tartar sauce,Food & Drink,medium,
cocktail sauce,Food & Drink,medium,
remoulade,Food & Drink,medium,
salsa verde,Food & Drink,medium,
pesto sauce,Food & Drink,medium,
harissa,Food & Drink,medium,
mole sauce,Food & Drink,medium,
mint chutney,Food & Drink,medium,
mango chutney,Food & Drink,medium,
barbecue glaze,Food & Drink,medium,
garlic aioli,Food & Drink,medium,
cranberry sauce,Food & Drink,medium,
mustard sauce,Food & Drink,medium,
caper sauce,Food & Drink,medium,
balsamic glaze,Food & Drink,medium,
teriyaki glaze,Food & Drink,medium,
ginger sauce,Food & Drink,medium,
miso glaze,Food & Drink,medium,
hoisin glaze,Food & Drink,medium,
sweet chili sauce,Food & Drink,medium,
chimichurri sauce,Food & Drink,medium,
lemon herb dressing,Food & Drink,medium,
red wine vinaigrette,Food & Drink,medium,
blue cheese dressing,Food & Drink,medium,
sesame oil,Food & Drink,medium,
brown mustard,Food & Drink,medium,
Dijon mustard,Food & Drink,medium,
stone-ground mustard,Food & Drink,medium,
chipotle sauce,Food & Drink,medium,
smoky barbecue sauce,Food & Drink,medium,
peppercorn sauce,Food & Drink,medium,
truffle oil,Food & Drink,medium,
za'atar,Food & Drink,medium,
sumac,Food & Drink,medium,
curry paste,Food & Drink,medium,
sweet and sour sauce,Food & Drink,medium,
peri peri sauce,Food & Drink,medium,
tamarind sauce,Food & Drink,medium,
adobo sauce,Food & Drink,medium,
roux,Food & Drink,medium,
mole poblano,Food & Drink,medium,
shrimp paste,Food & Drink,medium,
anchovy paste,Food & Drink,medium,
sesame paste,Food & Drink,medium,
black pepper sauce,Food & Drink,medium,
piri piri sauce,Food & Drink,medium,
fennel pollen,Food & Drink,medium,
smoked paprika,Food & Drink,medium,
herbes de Provence,Food & Drink,medium,
porcini powder,Food & Drink,medium,
garum,Food & Drink,hard,
umeboshi paste,Food & Drink,hard,
shichimi togarashi,Food & Drink,hard,
dukkah,Food & Drink,hard,
berbere,Food & Drink,hard,
ras el hanout,Food & Drink,hard,
pomegranate molasses,Food & Drink,hard,
tamari,Food & Drink,hard,
mujdeh,Food & Drink,hard,
achiote paste,Food & Drink,hard,
zhug,Food & Drink,hard,
aj?? amarillo sauce,Food & Drink,hard,
ajvar,Food & Drink,hard,
nuoc cham,Food & Drink,hard,
sofrito,Food & Drink,hard,
piccalilli,Food & Drink,hard,
gremolata,Food & Drink,hard,
romesco sauce,Food & Drink,hard,
mojo,Food & Drink,hard,
mojo verde,Food & Drink,hard,
mojo pic??n,Food & Drink,hard,
bagna cauda,Food & Drink,hard,
salsa criolla,Food & Drink,hard,
salsa roja,Food & Drink,hard,
salsa macha,Food & Drink,hard,
vinagreta,Food & Drink,hard,
ocopa,Food & Drink,hard,
rocoto sauce,Food & Drink,hard,
pebre,Food & Drink,hard,
sushi,Food & Drink,easy,
taco,Food & Drink,easy,
burrito,Food & Drink,easy,
curry,Food & Drink,easy,
kebab,Food & Drink,easy,
dim sum,Food & Drink,easy,
ramen,Food & Drink,easy,
dumplings,Food & Drink,easy,
crepe,Food & Drink,easy,
paella,Food & Drink,easy,
schnitzel,Food & Drink,easy,
gyros,Food & Drink,easy,
pierogi,Food & Drink,easy,
goulash,Food & Drink,easy,
borscht,Food & Drink,easy,
quesadilla,Food & Drink,easy,
enchilada,Food & Drink,easy,
miso soup,Food & Drink,easy,
bibimbap,Food & Drink,easy,
tabbouleh,Food & Drink,easy,
shawarma,Food & Drink,easy,
ceviche,Food & Drink,easy,
fondue,Food & Drink,easy,
okonomiyaki,Food & Drink,easy,
satay,Food & Drink,easy,
tikka masala,Food & Drink,easy,
butter chicken,Food & Drink,easy,
pho,Food & Drink,easy,
banh mi,Food & Drink,easy,
chimichanga,Food & Drink,easy,
mole,Food & Drink,easy,
adobo,Food & Drink,easy,
lumpia,Food & Drink,easy,
rendang,Food & Drink,easy,
roti canai,Food & Drink,easy,
gimbap,Food & Drink,medium,
poke bowl,Food & Drink,medium,
teriyaki chicken,Food & Drink,medium,
yakitori,Food & Drink,medium,
tempura udon,Food & Drink,medium,
miso ramen,Food & Drink,medium,
currywurst,Food & Drink,medium,
schnitzel sandwich,Food & Drink,medium,
falafel wrap,Food & Drink,medium,
shawarma platter,Food & Drink,medium,
tandoori chicken,Food & Drink,medium,
vindaloo,Food & Drink,medium,
saag paneer,Food & Drink,medium,
dal makhani,Food & Drink,medium,
bhel puri,Food & Drink,medium,
pani puri,Food & Drink,medium,
idli,Food & Drink,medium,
sambhar,Food & Drink,medium,
vada,Food & Drink,medium,
katsu curry,Food & Drink,medium,
tempura soba,Food & Drink,medium,
unagi don,Food & Drink,medium,
chirashi sushi,Food & Drink,medium,
kimbap,Food & Drink,medium,
japchae,Food & Drink,medium,
bulgogi,Food & Drink,medium,
kimchi stew,Food & Drink,medium,
samgyeopsal,Food & Drink,medium,
hot pot,Food & Drink,medium,
mapo tofu,Food & Drink,medium,
Sichuan hot pot,Food & Drink,medium,
dim sum platter,Food & Drink,medium,
congee,Food & Drink,medium,
xiao long bao,Food & Drink,medium,
char kway teow,Food & Drink,medium,
laksa,Food & Drink,medium,
nasi goreng,Food & Drink,medium,
beef rendang,Food & Drink,medium,
satay skewers,Food & Drink,medium,
moussaka,Food & Drink,medium,
spanakopita,Food & Drink,medium,
baklava,Food & Drink,medium,
peking duck,Food & Drink,medium,
dumpling soup,Food & Drink,medium,
Hainanese chicken rice,Food & Drink,medium,
khao soi,Food & Drink,medium,
som tam,Food & Drink,medium,
larb,Food & Drink,medium,
pad thai,Food & Drink,medium,
green curry,Food & Drink,medium,
massaman curry,Food & Drink,medium,
tom yum soup,Food & Drink,medium,
satay sauce,Food & Drink,medium,
jollof rice,Food & Drink,medium,
egusi soup,Food & Drink,medium,
fufu,Food & Drink,medium,
egusi stew,Food & Drink,medium,
banku,Food & Drink,medium,
kenkey,Food & Drink,medium,
waakye,Food & Drink,medium,
akara,Food & Drink,medium,
injera with doro wat,Food & Drink,medium,
doro wat,Food & Drink,medium,
kitfo,Food & Drink,medium,
sambusa,Food & Drink,medium,
balti curry,Food & Drink,hard,
vindaye,Food & Drink,hard,
chakchouka,Food & Drink,hard,
tagine,Food & Drink,hard,
mechoui,Food & Drink,hard,
shakshuka,Food & Drink,hard,
murtabak,Food & Drink,hard,
cevapi,Food & Drink,hard,
burek,Food & Drink,hard,
peki?Ò,Food & Drink,hard,
tourti??re,Food & Drink,hard,
fesenjan,Food & Drink,hard,
ghormeh sabzi,Food & Drink,hard,
kebbeh,Food & Drink,hard,
dolma,Food & Drink,hard,
kibbeh nayyeh,Food & Drink,hard,
mujadara,Food & Drink,hard,
bazin,Food & Drink,hard,
ful medames,Food & Drink,hard,
koshari,Food & Drink,hard,
molokhia,Food & Drink,hard,
mansaf,Food & Drink,hard,
maqluba,Food & Drink,hard,
quzi,Food & Drink,hard,
machboos,Food & Drink,hard,
thareed,Food & Drink,hard,
pastilla,Food & Drink,hard,
harira,Food & Drink,hard,
sfenj,Food & Drink,hard,
chakhchoukha,Food & Drink,hard,
bourek,Food & Drink,hard,
sambusak,Food & Drink,hard,
malfouf,Food & Drink,hard,
submarine sandwich,Food & Drink,easy,
tortilla wrap,Food & Drink,easy,
fried chicken,Food & Drink,easy,
corn dog,Food & Drink,easy,
chicken sandwich,Food & Drink,easy,
tater tots,Food & Drink,easy,
spicy chicken wrap,Food & Drink,easy,
corn fritter,Food & Drink,easy,
deep-fried pickles,Food & Drink,easy,
fish sandwich,Food & Drink,easy,
funnel cake,Food & Drink,easy,
elote,Food & Drink,easy,
fried shrimp po' boy,Food & Drink,easy,
roast beef sandwich,Food & Drink,easy,
fish taco,Food & Drink,easy,
fried okra,Food & Drink,easy,
barbecue sandwich,Food & Drink,easy,
sloppy joe,Food & Drink,easy,
pulled pork sandwich,Food & Drink,easy,
Hot Pocket,Food & Drink,easy,
meatball sub,Food & Drink,easy,
calzone,Food & Drink,easy,
stromboli,Food & Drink,easy,
chicken biscuit,Food & Drink,easy,
Philly cheesesteak,Food & Drink,easy,
French dip sandwich,Food & Drink,easy,
toasted hoagie,Food & Drink,easy,
loaded tater tots,Food & Drink,easy,
barbecue rib sandwich,Food & Drink,easy,
crispy fish fillet sandwich,Food & Drink,easy,
double decker sub,Food & Drink,easy,
spicy beef slider,Food & Drink,easy,
crispy chicken wrap,Food & Drink,easy,
BBQ brisket sandwich,Food & Drink,medium,
Pulled jackfruit taco,Food & Drink,medium,
Crispy tofu burger,Food & Drink,medium,
Truffle parmesan fries,Food & Drink,medium,
Korean BBQ taco,Food & Drink,medium,
Crispy duck bao,Food & Drink,medium,
Pork belly bao,Food & Drink,medium,
Fried wonton appetizer,Food & Drink,medium,
Sriracha slaw sandwich,Food & Drink,medium,
Loaded nacho fries,Food & Drink,medium,
Black bean burger,Food & Drink,medium,
Caramelized onion tartine,Food & Drink,medium,
Mushroom melt sandwich,Food & Drink,medium,
Crispy fish roll,Food & Drink,medium,
Spiced lamb pita,Food & Drink,medium,
Zucchini fritters,Food & Drink,medium,
Fried cauliflower bites,Food & Drink,medium,
Buffalo cauliflower wrap,Food & Drink,medium,
Crispy seaweed taco,Food & Drink,medium,
Eggplant slider,Food & Drink,medium,
Spicy sirloin wrap,Food & Drink,medium,
Artisanal bialy slider,Food & Drink,hard,
Truffle-infused po' boy,Food & Drink,hard,
Pumpernickel Reuben sandwich,Food & Drink,hard,
Sourdough Monte Cristo,Food & Drink,hard,
Charred portobello ciabatta,Food & Drink,hard,
Foie gras slider,Food & Drink,hard,
Porcine confit torta,Food & Drink,hard,
Rustic herb-crusted lamb melt,Food & Drink,hard,
Black garlic brisket toast,Food & Drink,hard,
Bourbon-infused rib panini,Food & Drink,hard,
Cured duck pastrami hero,Food & Drink,hard,
Smoked salmon pretzel melt,Food & Drink,hard,
Truffled mushroom and gruy??re panini,Food & Drink,hard,
Spiced venison wrap,Food & Drink,hard,
Gamey wild boar slider,Food & Drink,hard,
Cumin-spiced ostrich sub,Food & Drink,hard,
Zaatar-crusted chicken flatbread,Food & Drink,hard,
Harissa lamb gyro,Food & Drink,hard,
Caviar-topped blini burger,Food & Drink,hard,
Charcuterie panini with fig jam,Food & Drink,hard,
Rustic beet and goat cheese tartine,Food & Drink,hard,
Foie gras and truffle melt,Food & Drink,hard,
Bone marrow baguette,Food & Drink,hard,
Spicy sardine toast,Food & Drink,hard,
Marinated octopus hero,Food & Drink,hard,
Crispy soft-shell crab torta,Food & Drink,hard,
Piquant chorizo tostada,Food & Drink,hard,
Smoked mackerel p?õte on rye,Food & Drink,hard,
Saffron-infused seafood ciabatta,Food & Drink,hard,
Ginger-scallion brisket bun,Food & Drink,hard,
Charred artichoke and basil focaccia,Food & Drink,hard,
Roasted bone marrow slider,Food & Drink,hard,
Black truffle and parmesan arancini,Food & Drink,hard,
coffee,Food & Drink,easy,
tea,Food & Drink,easy,
espresso,Food & Drink,easy,
cappuccino,Food & Drink,easy,
latte,Food & Drink,easy,
mocha,Food & Drink,easy,
americano,Food & Drink,easy,
iced coffee,Food & Drink,easy,
iced tea,Food & Drink,easy,
herbal tea,Food & Drink,easy,
black tea,Food & Drink,easy,
green tea,Food & Drink,easy,
decaf coffee,Food & Drink,easy,
macchiato,Food & Drink,easy,
flat white,Food & Drink,easy,
frappe,Food & Drink,easy,
chai,Food & Drink,easy,
matcha latte,Food & Drink,easy,
milk tea,Food & Drink,easy,
cortado,Food & Drink,easy,
ristretto,Food & Drink,easy,
long black,Food & Drink,easy,
affogato,Food & Drink,easy,
iced latte,Food & Drink,easy,
hot chocolate,Food & Drink,easy,
pumpkin spice latte,Food & Drink,easy,
vanilla latte,Food & Drink,easy,
caramel latte,Food & Drink,easy,
brewed tea,Food & Drink,easy,
tea latte,Food & Drink,easy,
tea infusion,Food & Drink,easy,
coffee bean,Food & Drink,easy,
coffee grounds,Food & Drink,easy,
coffee blend,Food & Drink,easy,
tea bag,Food & Drink,easy,
cold brew coffee,Food & Drink,medium,
nitro cold brew,Food & Drink,medium,
pour-over coffee,Food & Drink,medium,
French press coffee,Food & Drink,medium,
siphon coffee,Food & Drink,medium,
Turkish coffee,Food & Drink,medium,
Vietnamese iced coffee,Food & Drink,medium,
Cuban coffee,Food & Drink,medium,
espresso con panna,Food & Drink,medium,
iced mocha,Food & Drink,medium,
caramel macchiato,Food & Drink,medium,
iced americano,Food & Drink,medium,
double espresso,Food & Drink,medium,
breve,Food & Drink,medium,
cafe au lait,Food & Drink,medium,
red eye,Food & Drink,medium,
black iced tea,Food & Drink,medium,
lemon iced tea,Food & Drink,medium,
peach iced tea,Food & Drink,medium,
mint tea,Food & Drink,medium,
earl grey tea,Food & Drink,medium,
chamomile tea,Food & Drink,medium,
peppermint tea,Food & Drink,medium,
jasmine tea,Food & Drink,medium,
oolong tea,Food & Drink,medium,
puerh tea,Food & Drink,medium,
rooibos tea,Food & Drink,medium,
spiced chai latte,Food & Drink,medium,
dirty chai,Food & Drink,medium,
iced matcha latte,Food & Drink,medium,
whipped coffee,Food & Drink,medium,
coffee smoothie,Food & Drink,medium,
iced caramel coffee,Food & Drink,medium,
mocha frappe,Food & Drink,medium,
vanilla cold brew,Food & Drink,medium,
iced red eye,Food & Drink,medium,
cascara latte,Food & Drink,medium,
iced flat white,Food & Drink,medium,
brewed herbal tea,Food & Drink,medium,
tea cooler,Food & Drink,medium,
iced tea cooler,Food & Drink,medium,
coffee frappe,Food & Drink,medium,
single origin coffee,Food & Drink,medium,
artisan coffee,Food & Drink,medium,
cold drip coffee,Food & Drink,medium,
ginger tea,Food & Drink,medium,
turmeric tea,Food & Drink,medium,
barley tea,Food & Drink,medium,
lemon ginger tea,Food & Drink,medium,
sweet tea,Food & Drink,medium,
honey iced tea,Food & Drink,medium,
cortadito,Food & Drink,hard,
cafe de olla,Food & Drink,hard,
mazagran,Food & Drink,hard,
kopi luwak,Food & Drink,hard,
kopi tubruk,Food & Drink,hard,
Vietnamese egg coffee,Food & Drink,hard,
Greek frappe,Food & Drink,hard,
cafe bomb??n,Food & Drink,hard,
Dalgona coffee,Food & Drink,hard,
